term_id	ontology	label	definition	synonyms	deprecated	directly_referenced	label_only
BTO:0001906	BTO	cephalothorax	The united head and thorax of an arachnid or higher crustacean.			FALSE	FALSE
BTO:0001907	BTO	P3/NS1/1-Ag4.1 cell	Mouse myeloma cell line.			FALSE	FALSE
BTO:0001908	BTO	MDA-MB-453 cell	Human breast carcinoma cell line; established from an effusion of a 48-year-old woman with breast carcinoma in 1976.			FALSE	FALSE
BTO:0001909	BTO	N1E-115 cell	Mus musculus (mouse) brain; neuroblast; neuroblastoma cell line. The N1E-115 cell line was established in 1971 by T. Amano, E. Richelson, and M. Nirenberg by cloning the C-1300 spontaneous mouse neuroblastoma tumor, C-1300.			FALSE	FALSE
BTO:0001910	BTO	NCI-H441 cell	Homo sapiens lung papillary adenocarcinoma cell line. The NCI-H441 cell line was derived in 1982 from the pericardial fluid of a patient with papillary adenocarcinoma of the lung.			FALSE	FALSE
BTO:0001911	BTO	lung adenocarcinoma cell line				TRUE	FALSE
BTO:0001912	BTO	breast adenocarcinoma cell line				FALSE	FALSE
BTO:0001913	BTO	colonic adenocarcinoma cell line				FALSE	FALSE
BTO:0001914	BTO	colorectal adenocarcinoma cell line				FALSE	FALSE
BTO:0001915	BTO	M5076 cell	Mouse, C57BL/6, sarcoma, reticulum cell line.			FALSE	FALSE
BTO:0001916	BTO	LIM1215 cell	Colonic cancer cell line.			FALSE	FALSE
BTO:0001917	BTO	LIM2412 cell	Colonic cancer cell line.			FALSE	FALSE
BTO:0001918	BTO	LIM1863 cell	Colon carcinoma cell line.			FALSE	FALSE
BTO:0001919	BTO	tube foot	One of the numerous external, fluid-filled muscular tubes of echinoderms, such as the starfish or sea urchin, serving as organs of locomotion, food handling, and respiration.			FALSE	FALSE
BTO:0001920	BTO	Ehrlich Lettre ascites carcinoma cell	Ehrlich-Lettre Ascites strain E mouse, carcinoma cell line.			FALSE	FALSE
BTO:0001921	BTO	compound eye	An eye (as of an insect) made up of many separate visual units.			FALSE	FALSE
BTO:0001922	BTO	ommatidium	One of the elements corresponding to a small simple eye that make up the compound eye of an arthropod.			FALSE	FALSE
BTO:0001923	BTO	Aristotles lantern	Within the mouth of a sea urchin is an elaborate five-sided jaw structure called Aristotles lantern that can be partially extruded from the mouth. It is able to grind up calcareous exoskeletons of plants and animals.			FALSE	FALSE
BTO:0001924	BTO	lantern muscle				FALSE	FALSE
BTO:0001925	BTO	longissimus lumborum	Lumbar muscle that extends and rotates the vertebral column.			FALSE	FALSE
BTO:0001926	BTO	hybridoma cell line				FALSE	FALSE
BTO:0001927	BTO	WEGLI18 cell	Human hybridoma cell line.			FALSE	FALSE
BTO:0001928	BTO	AR4-2J cell	Rattus norvegicus (rat), tumor cell line of exocrine pancreas.			FALSE	FALSE
BTO:0001929	BTO	ATDC-5 cell	Clonal mouse embryonic cell line.			FALSE	FALSE
BTO:0001930	BTO	A20 cell	Murine B-lymphoma cell line.			FALSE	FALSE
BTO:0001931	BTO	BJAB cell	The malignant human B-cell-line BJAB is a EBV-negative Burkitt-like lymphoma cell line.			FALSE	FALSE
BTO:0001932	BTO	BT-474 cell	Human breast ductal carcinoma cell line; established from a solid, invasive ductal carcinoma of the breast; obtained from a 60-year-old woman; cells were reportedly tumorigenic in athymic mice and were found to be susceptible to mouse mammary tumor virus.			FALSE	FALSE
BTO:0001933	BTO	BRL cell	Buffalo rat liver cell line.			FALSE	FALSE
BTO:0001934	BTO	BL-60 cell	Malignant Burkitt lymphoma cell line BL 60.			FALSE	FALSE
BTO:0001935	BTO	BW-5147.3 cell	This line is a clone of the BW5147 cell line which was established from a spontaneous AKR/J thymoma.			FALSE	FALSE
BTO:0001936	BTO	SKW6.4 cell	Human B-lymphoblastoid cell line.			FALSE	FALSE
BTO:0001937	BTO	RL-19 cell	Neonatal liver cell line from newborn rats.			FALSE	FALSE
BTO:0001938	BTO	U2-OS cell	Human osteosarcoma cell line.			TRUE	FALSE
BTO:0001939	BTO	MCF-10A cell	Human mammary epithelial cell line.			FALSE	FALSE
BTO:0001940	BTO	cardiomyoblast				FALSE	FALSE
BTO:0001941	BTO	Morris hepatoma 7316A cell	Rat Morris hepatoma 7316A cell.			FALSE	FALSE
BTO:0001942	BTO	mandibular incisor				FALSE	FALSE
BTO:0001943	BTO	corneocyte	The remains of a keratinocyte; it is shed by the stratum corneum.			FALSE	FALSE
BTO:0001944	BTO	H-9 cell	Human acute lymphoblastic leukemia cell line.			FALSE	FALSE
BTO:0001945	BTO	HUT-78 cell	Human, peripheral blood, cutaneous, T cell lymphoma cell line.			FALSE	FALSE
BTO:0001946	BTO	myofibroblast	An atypical fibroblast combining the ultrastructural features of a fibroblast and a smooth muscle cell; it has a highly irregular nucleus, a large amount of rough endoplasmic reticulum, and a dense collection of myofilaments.			FALSE	FALSE
BTO:0001947	BTO	HRT-18 cell	Human, rectum-anus, adenocarcinoma cell line.			TRUE	FALSE
BTO:0001948	BTO	JURKAT E-6.1 cell	Human, blood, leukemia, T cell line, clone E6.1.			FALSE	FALSE
BTO:0001949	BTO	HUVEC cell	A convenient source of human endothelial cells are those that line the large vein in the umbilical cord which is usually discarded together with the placenta after childbirth. The cells can be removed as a fairly pure suspension by mild enzymatic treatment of the vein followed by some mechanical distraction and will grow relatively easily in culture, retaining their differentiated characteristics for several passages.			TRUE	FALSE
BTO:0001950	BTO	HuH-7 cell	Human hepatoma cell line.			FALSE	FALSE
BTO:0001951	BTO	HOS-TE85 cell	Human, Caucasian, bone, osteosarcoma cell line; established from a 13-years old caucasian female.			FALSE	FALSE
BTO:0001952	BTO	HPB-ALL cell	Human T cell leukemia cell line; established from the peripheral blood of a 14-year-old Japanese boy with ALL and thymoma at diagnosis in 1973.			FALSE	FALSE
BTO:0001953	BTO	tanycyte	Modified ependymal cell of the median eminence, having a body that lies near the third ventricle and sending out processes that extend to the capillary plexus of the portal circulation. Its function is unknown, but it may transport hormones from the cerebrospinal fluid into the portal circulation or from hypothalamic neurons to the cerebrospinal fluid.			FALSE	FALSE
BTO:0001954	BTO	median eminence	1. A raised area in the floor of the third ventricle of the brain produced by the infundibulum of the hypothalamus. 2. The median eminence is sometimes classified as part of the neurohypophysis. It serves as a reservoir for the hypothalamic neurohormones vasopressin, oxytocin, and the neurophysins, releasing them as needed. It originates in the embryo as an evagination from the floor of the diencephalon.			FALSE	FALSE
BTO:0001955	BTO	REF-52 cell	Rat embryo fibroblast cell line.			FALSE	FALSE
BTO:0001956	BTO	XLT-15 cell	Myoblast cell line; established from stage 57 tadpole tails of Xenopus laevis.			FALSE	FALSE
BTO:0001957	BTO	MC3T3-E1 cell	Mouse embryo/fetus calvaria fibroblasts; established from the calvaria of an embryo/fetus C57BL/6 mouse; described to differentiate to osteoblasts and to produce collagen.			TRUE	FALSE
BTO:0001958	BTO	embryonic fibroblast cell line				FALSE	FALSE
BTO:0001959	BTO	PEER cell	Human T cell leukemia; established from the peripheral blood of a 4-year-old girl with T cell acute lymphoblastic leukemia (T-ALL) in second relapse in 1977; cell lines BE-13 (DSM ACC 396) and PEER show identical DNA fingerprints and hence share common origin, presumably due to cross-contamination; however, their diploid and tetraploid karyotypes indicative of earlier and later passage numbers, respectively, suggest that BE-13 is derived from PEER, rather than vice-versa.			FALSE	FALSE
BTO:0001960	BTO	HuMMEC cell	Human mammary microvessel endothelial cell.			FALSE	FALSE
BTO:0001961	BTO	MFM-223 cell	Human breast carcinoma; established from the pleural effusion of a post-menopausal breast cancer patient without any prior treatment (tumor: widespread ductal mammary carcinoma T4 N2 M1 with histological grade III); cells were described to express androgen, estrogen and progesterone receptors.			FALSE	FALSE
BTO:0001962	BTO	T/G HA-VSMC cell	Human Caucasian aorta, normal smooth muscle cell line; established from the normal aorta of an 11 month old child.			FALSE	FALSE
BTO:0001963	BTO	aorta cell line				FALSE	FALSE
BTO:0001964	BTO	aorta smooth muscle cell line				FALSE	FALSE
BTO:0001965	BTO	carcass	A dead body.			TRUE	FALSE
BTO:0001966	BTO	cervical cell line				FALSE	FALSE
BTO:0001967	BTO	cervical cancer cell line				FALSE	FALSE
BTO:0001968	BTO	C-33A cell	Cervical cancer cell line.			FALSE	FALSE
BTO:0001969	BTO	697 cell	Human B cell precursor leukemia; established from the bone marrow of a 12-year-old boy with acute lymphoblastic leukemia (cALL) at relapse in 1979.			FALSE	FALSE
BTO:0001970	BTO	NCI-H660 cell	Homo sapiens (human) lung; small cell lung cancer cell line, extrapulmonary origin; established from a 63 years adult caucasian male. Morphology: epithelial; cell type: neuroendocrine; Tumor stage E; derived from metastatic site: lymph node.			FALSE	FALSE
BTO:0001971	BTO	plant cell line				FALSE	FALSE
BTO:0001972	BTO	TBY-2 cell	BY-2 is a cell line of tobacco induced from a pith of Nicotiana tabacum L. cv. Bright Yellow No2 in 1968. This cell line was made by Dr. Kawashima at Hatano Tobacco Experimental Station of Japan Tobacco and Salt Public Cooporation.			FALSE	FALSE
BTO:0001973	BTO	vascular endothelial cell line				FALSE	FALSE
BTO:0001974	BTO	HPEC cell	Vascular endothelial cell line from human placenta.			FALSE	FALSE
BTO:0001975	BTO	placental cell line				FALSE	FALSE
BTO:0001976	BTO	Neuro-2a cell	Mus musculus (mouse) brain neuroblastoma cell line. Clone Neuro-2a was established by R.J. Klebe and F.H. Ruddle from a spontaneous tumor of a strain A albino mouse.			FALSE	FALSE
BTO:0001977	BTO	Oc cell	Oc cell line; derived from the indica variety C5924 of Oryza sativa.			FALSE	FALSE
BTO:0001978	BTO	anal canal	The terminal portion of the alimentary canal, extending from the rectum to the anus.			FALSE	FALSE
BTO:0001979	BTO	mucous gland	A gland that secretes a slimy, chemically inert material.			FALSE	FALSE
BTO:0001980	BTO	sebaceous gland	Any of various glands in the dermis of the skin that open into a hair follicle and produce and secrete sebum.			TRUE	FALSE
BTO:0001981	BTO	sebum	Fatty lubricant matter secreted by sebaceous glands of the skin.			FALSE	FALSE
BTO:0001982	BTO	chemostat culture	Culture using an apparatus in which the environment is so controlled that bacterial populations are maintained in a steady state of continuous cell division in a constant environment.			FALSE	FALSE
BTO:0001983	BTO	peptic chief cell	Epithelial cell of the stomach, either columnar or cuboidal, that line the lower portions of the gastric glands and secrete pepsin.			FALSE	FALSE
BTO:0001984	BTO	culture condition:beta-L-alanine-grown cell				FALSE	FALSE
BTO:0001985	BTO	culture condition:cytosine-grown cell				FALSE	FALSE
BTO:0001986	BTO	culture condition:cyclohexane-1,2-diol grown cell				FALSE	FALSE
BTO:0001987	BTO	culture condition:dihydrothymine-grown cell				FALSE	FALSE
BTO:0001988	BTO	culture condition:dihyrouracil-grown cell				FALSE	FALSE
BTO:0001989	BTO	culture condition:long-chain fatty acid-grown cell				FALSE	FALSE
BTO:0001990	BTO	culture condition:oleate-grown cell				FALSE	FALSE
BTO:0001991	BTO	culture condition:phthalate-grown cell				FALSE	FALSE
BTO:0001992	BTO	culture condition:selenium-grown cell				FALSE	FALSE
BTO:0001993	BTO	culture condition:thymine-grown cell				FALSE	FALSE
BTO:0001994	BTO	culture condition:uracil-grown cell				FALSE	FALSE
BTO:0001995	BTO	myocytoma cell	A benign neoplasm derived from muscle.			FALSE	FALSE
BTO:0001996	BTO	endometrial cell line				FALSE	FALSE
BTO:0001997	BTO	arteriole	A small branch of an artery (a vessel that carries blood high in oxygen away from the heart to the body) leading to a capillary. The oxygenated hemoglobin (oxyhemoglobin) makes the blood in arteries and arterioles look bright red.			FALSE	FALSE
BTO:0001998	BTO	HMCB cell	Human bowes melanoma cell line of the skin.			FALSE	FALSE
BTO:0001999	BTO	culture condition:gene expression				FALSE	FALSE
BTO:0002000	BTO	CCP-2 cell	Tartrate-resistant acid phosphatase (TRAP) and alkaline phosphatase (ALP) double-positive cell lines (CCP-2, CCP-7, CCP-8) from hamster bone marrow.			FALSE	FALSE
BTO:0002001	BTO	CCP-8 cell	Tartrate-resistant acid phosphatase (TRAP) and alkaline phosphatase (ALP) double-positive cell lines (CCP-2, CCP-7, CCP-8) from hamster bone marrow.			FALSE	FALSE
BTO:0002002	BTO	CCP-7 cell	Tartrate-resistant acid phosphatase (TRAP) and alkaline phosphatase (ALP) double-positive cell lines (CCP-2, CCP-7, CCP-8) from hamster bone marrow.			FALSE	FALSE
BTO:0002003	BTO	SW-1353 cell	Human bone chondrosarcoma cell line. The SW 1353 cell line was initiated by A. Leibovitz at the Scott and White Clinic, Temple, Texas in 1977 from a primary grade II chondrosarcoma of the right humerus obtained from a 72 year old female Caucasian.			FALSE	FALSE
BTO:0002004	BTO	LN-229 cell	Human brain, right frontal parieto-occipital cortex, glioblastoma cell line; established from a 60 years old white female.			FALSE	FALSE
BTO:0002005	BTO	LN-18 cell	Human brain, cerebrum; right temporal lobe, glioblastoma; glioma; grade IV cell line; established from a 65 years old white male.			FALSE	FALSE
BTO:0002006	BTO	ALVA-41 cell	Human prostate cancer cell line.			FALSE	FALSE
BTO:0002007	BTO	aggregation stage	During development of the cellular slime mold Dictyostelium discoideum, amoebae exhibit different types of cell-cell interactions. At the aggregation stage, certain cells begin to secrete cAMP and neighboring cells respond by undergoing chemotactic migration toward the source of CAMP. Meanwhile, cells acquire new antigenic determinants on the surface and become more cohesive.			FALSE	FALSE
BTO:0002008	BTO	culture condition:antigen-presenting cell	An antigen-presenting cell is a cell that displays foreign antigen complex with major histocompatibility complex on its surface.			FALSE	FALSE
BTO:0002009	BTO	artery wall	The wall of an artery consists typically of an outer coat (tunica externa), a middle coat (tunica media), and an inner coat (tunica intima).			FALSE	FALSE
BTO:0002010	BTO	tunica externa vasorum	External coat of vessels: the outer, fibroelastic coat of the blood vessels.			FALSE	FALSE
BTO:0002011	BTO	tunica media vasorum	The middle coat of the blood vessels, made up of transverse elastic and muscle fibers.			FALSE	FALSE
BTO:0002012	BTO	tunica intima vasorum	The inner coat of the blood vessels, made up of endothelial cells surrounded by longitudinal elastic fibers and connective tissue.			FALSE	FALSE
BTO:0002013	BTO	AS-30D cell	Rat hepatoma cell line; established from the hepatoma of a 16-month-old SD-female rat in 1988.			FALSE	FALSE
BTO:0002014	BTO	B16-F10 cell	Mouse skin melanoma cell line from mouse strain C57BL/6.			FALSE	FALSE
BTO:0002015	BTO	BM-1604 cell	Human prostate carcinoma (derivative of DU-145) cell line. Cytogenetic analysis and DNA fingerprinting at the DSMZ documented that this cell line is identical with the human prostate carcinoma-derived cell line DU-145, but shows some phenotypical differences; DU-145 was established from the tumor tissue removed from the metastatic central nervous system lesion of a 69-year-old man with prostate carcinoma in 1975.			FALSE	FALSE
BTO:0002016	BTO	C-8161 cell	Human melanoma cell line.			FALSE	FALSE
BTO:0002017	BTO	plant reproductive system	Any of the systems, sexual or asexual, by which plants reproduce.			FALSE	FALSE
BTO:0002018	BTO	corpus cavernosum clitoridis	A column of erectile tissue on either side (right and left), the two fusing to form the body of the clitoris.			FALSE	FALSE
BTO:0002019	BTO	corpus cavernosum penis	One of the columns of erectile tissue forming the dorsum and sides of the penis.			FALSE	FALSE
BTO:0002020	BTO	clitoris	A small erectile organ at the anterior or ventral part of the vulva homologous to the penis.			FALSE	FALSE
BTO:0002021	BTO	prostate adenocarcinoma cell				FALSE	FALSE
BTO:0002022	BTO	bronchial epithelial cell line				FALSE	FALSE
BTO:0002023	BTO	HBE-1 cell	Cultured human bronchial epithelial cell line.			FALSE	FALSE
BTO:0002024	BTO	squamous cell carcinoma cell line				FALSE	FALSE
BTO:0002025	BTO	HSC-3 cell	Human oral squamous cell carcinoma cell line.			FALSE	FALSE
BTO:0002026	BTO	HSC-4 cell	Human oral squamous cell carcinoma (OSCC) cell line.			FALSE	FALSE
BTO:0002027	BTO	oral cancer cell line				FALSE	FALSE
BTO:0002028	BTO	J-96 cell	Human, Caucasian, peripheral blood, subacute leukemia cell line.			FALSE	FALSE
BTO:0002029	BTO	myoma cell	A cell of a benign tumor made up of muscular elements.			FALSE	FALSE
BTO:0002030	BTO	natural killer cell line				FALSE	FALSE
BTO:0002031	BTO	RNK-16 cell	Rat natural killer cell line.			FALSE	FALSE
BTO:0002032	BTO	T-84 cell	Human colon carcinoma. Morphology: epithelial-like; Species: human 72 years old; Tissue: colon; Tumor: carcinoma; Derived from: metastasis to lung.			FALSE	FALSE
BTO:0002033	BTO	EFO-27 cell	Human ovary adenocarcinoma cell line; established from the solid omental metastasis of a mucinous papillary adenocarcinoma of the ovary of a 36-year-old woman in 1979.			FALSE	FALSE
BTO:0002034	BTO	SK-UT-1 cell	Human leiomyosarcoma cell line; established from a 75-years old caucasian female with mesodermal tumor (mixed) grade III in the uterus.			FALSE	FALSE
BTO:0002035	BTO	U-251MG cell	Human glioma cell line. Morphology: glial; Species: human; Tumor: glioma.			FALSE	FALSE
BTO:0002036	BTO	U-87MG cell	Human, Caucasian, brain, glioblastoma-astrocytoma cell line Morphology: epithelial-like; Species: human, Caucasian female 44 years old; Tissue: brain; Tumor: glioblastoma-astrocytoma.			FALSE	FALSE
BTO:0002037	BTO	M-1 myeloid leukemia cell	Mouse myeloid leukemia cell line. Origin: bone marrow from SL mouse with spontaneous myeloid leukemia was injected into isogenic mice and the cell line was established from the ensuing hyperplastic lymph nodes 14 days later by recloning on soft agar; homotransplantable and forms colonies on soft agar (granulocytic/macrophage differentation inducible by IL-3, LPS or dexamethasone).			FALSE	FALSE
BTO:0002038	BTO	osteocyte	A cell that is characteristic of adult bone and is isolated in a lacuna of the bone substance.			FALSE	FALSE
BTO:0002039	BTO	KMST-6 cell	Human embryonic fibroblast cell line; established from a 9-weeks-old embryo of Homo sapiens. Normal fibroblasts immortalized by 60Co irradiation; indefinite growth, non-tumorigenic.			FALSE	FALSE
BTO:0002040	BTO	KMST-6/T cell	Human embryonic fibroblast cell line; established from a 9-weeks-old embryo of Homo sapiens. KMS-6 was immortalized after extensive passages. Tumorigenic in nude mice.			FALSE	FALSE
BTO:0002041	BTO	KMS-6 cell	Human embryonic fibroblast cell line; established from a 9-weeks-old embryo of Homo sapiens. Normal fibroblasts. Finite lifespan.			FALSE	FALSE
BTO:0002042	BTO	dendritic cell	A special type of cell that is a key regulator of the immune system, acting as a professional antigen-presenting cell, APC, capable of activating naive T cells and stimulating the growth and differentiation of B cells. Dendritic cells are found, for example, in the lymph nodes and spleen. As an APC, a dendritic cell can retain antigen for long periods on its surface, present the antigen to a T or B cell and so influence their behavior.			FALSE	FALSE
BTO:0002043	BTO	ECV-304 cell	Human urinary bladder carcinoma (derivative of T-24); described as being spontaneously immortalized from the umbilical cord vein of a new-born Japanese boy in 1984; cells were described to have a high proliferative potential in the absence of any growth factors; however, DNA fingerprinting at DSMZ showed clearly that this cell line is in reality a derivative of human urinary bladder carcinoma cell line T-24.			FALSE	FALSE
BTO:0002044	BTO	frond tip	The outer end of the frond.			FALSE	FALSE
BTO:0002045	BTO	capillary	A capillary tube; especially: any of the smallest blood vessels connecting arterioles with venules and forming networks throughout the body.			TRUE	FALSE
BTO:0002046	BTO	spermatozoid	A male reproductive cell produced in an antheridium, as in algae, fungi, and nonflowering plants. Each spermatozoid has cilia that propel it toward the archegonium.			FALSE	FALSE
BTO:0002047	BTO	Colo-320 cell	Human colorectal cancer cell line.			FALSE	FALSE
BTO:0002048	BTO	slug stage	The multicellular stage of the cellular slime mold Dictyostelium discoideum. Upon starvation, typically 100 000 amoebae aggregate together, migrate as a slug and form a fruiting body composed of a spore mass and a stalk.			FALSE	FALSE
BTO:0002049	BTO	Chang cell	Human normal hepatic cell line with epithelial-like morphology. Originally established from liver, HeLa-contaminated.			FALSE	FALSE
BTO:0002050	BTO	osteogenic cell	One of the cell's in the inner layer of the periosteum that forms osseous tissue.			FALSE	FALSE
BTO:0002051	BTO	preosteoblast	A mesenchymal cell that differentiates into an osteoblast.			FALSE	FALSE
BTO:0002052	BTO	osteogenic cell line				FALSE	FALSE
BTO:0002053	BTO	seminal vesicle fluid	The alkaline seminal vesicle fluid contributes 70% of semen volume and provides additional components, including the enzymes for coagulum formation.			FALSE	FALSE
BTO:0002054	BTO	Dunn cell	Murine osteosarcoma cell line.			FALSE	FALSE
BTO:0002055	BTO	XD-6 cell	Tobacco (Nicotiana tabacum L. var. Xanthi) cell line.			FALSE	FALSE
BTO:0002056	BTO	siphon	Any of various tubular organs in animals and especially mollusks or arthropods that are used for drawing in or ejecting fluids.			FALSE	FALSE
BTO:0002057	BTO	lung adenocarcinoma cell	A type of bronchogenic carcinoma made up of cuboidal or columnar cells in a discrete mass, usually at the periphery of the lungs. Most such tumors form glandular structures containing mucin, although a minority are solid and without mucin. Growth is slow, but there may be early invasion of blood and lymph vessels, giving rise to metastases while the primary lesion is still asymptomatic.			FALSE	FALSE
BTO:0002058	BTO	non-small cell lung cancer cell	A general term comprising all lung carcinomas except small cell carcinoma, and including adenocarcinoma of the lung, large cell carcinoma, and squamous cell carcinoma.			FALSE	FALSE
BTO:0002059	BTO	large cell carcinoma cell	A group of lung cancers in which the cells are large and look abnormal.			FALSE	FALSE
BTO:0002060	BTO	bronchioalveolar carcinoma cell	A variant type of adenocarcinoma of the lung, with columnar to cuboidal epithelial cells lining the alveolar septa and projecting into alveolar spaces in branching papillary formations.			FALSE	FALSE
BTO:0002061	BTO	bronchogenic carcinoma cell	Any of a large group of carcinomas of the lung, so called because they arise from the epithelium of the bronchial tree. Four primary subtypes are distinguished: adenocarcinoma of the lung, large cell carcinoma, small cell carcinoma, and squamous cell carcinoma.			FALSE	FALSE
BTO:0002062	BTO	B-lymphoblastoid cell line				FALSE	FALSE
BTO:0002063	BTO	Colo-720L cell	Human B-lymphoblastoid cell line (from patient with adenocarcinoma); established from the peripheral blood of a 73-year-old woman with metastatic adenocarcinoma in 1988.			FALSE	FALSE
BTO:0002064	BTO	stromal cell	Connective tissue cells of an organ found in the loose connective tissue. These are most often associated with the uterine mucosa and the ovary as well as the hematopoietic system and elsewhere.			FALSE	FALSE
BTO:0002065	BTO	venom apparatus	The traumagenic device (spine, tooth, etc.), Venom gland, and accessory organs directly concerned with the introduction and transmission of a venom.			FALSE	FALSE
BTO:0002066	BTO	venom sac	Bee venom is synthesized in the venom glands of worker and queen bees and stored in their venom sacs.			FALSE	FALSE
BTO:0002067	BTO	stinger	A sharp organ (as of a bee, scorpion, or stingray) that is usually connected with a poison gland or otherwise adapted to wound by piercing and injecting a poison.			FALSE	FALSE
BTO:0002068	BTO	scent gland	A specialized apocrine gland found in many mammals that produces a strong-smelling substance. (Also found in the abdomen of honeybees).			FALSE	FALSE
BTO:0002069	BTO	wax gland	Any gland which secretes a wax product in a scale, string or powder. Coccidae: the circumgenital and parastigmatic glands. Hymenoptera: Apoidea, abdominal glands that produce beeswax. Neuroptera (Coniopterygidae): glands on head, thorax and abdomen which produce a meal-like wax. Wax glands have been identified on all tagmata and appendages.			FALSE	FALSE
BTO:0002070	BTO	KS-IMM cell	The tumorigenic KS IMM cell line derives from Kaposi's sarcoma (KS), a highly angiogenic tumor.			FALSE	FALSE
BTO:0002071	BTO	Kaposi's sarcoma cell	A multicentric, malignant neoplastic vascular proliferation characterized by bluish-red cutaneous nodules, usually on the legs, toes, or feet, that slowly increase in size and number and spread to more proximal sites. The tumors have endothelium-lined channels and vascular spaces mixed with aggregates of spindle-shaped cells; they may remain confined to skin and subcutaneous tissue, but widespread visceral involvement may occur.			FALSE	FALSE
BTO:0002072	BTO	squamous epithelium	Epithelium composed of flattened platelike cells.			TRUE	FALSE
BTO:0002073	BTO	pavement epithelium	Squamous epithelium composed of a single layer of cells.			FALSE	FALSE
BTO:0002074	BTO	stratified epithelium	Epithelium in which the cells are arranged in several layers.			FALSE	FALSE
BTO:0002075	BTO	mesenchymal epithelium	The epithelium which lines the subdural and subarachnoid spaces, the perilymphatic spaces in the inner ear, and the chamber of the eye.			FALSE	FALSE
BTO:0002076	BTO	osteomalacia cell	Osteomalacia is a disease occurring mostly in adult women that results from a deficiency in vitamin D or calcium and is characterized by a softening of the bones with accompanying pain and weakness.			FALSE	FALSE
BTO:0002077	BTO	oncogenic osteomalacia cell	A cell of osteomalacia occurring in association with usually benign mesenchymal neoplasms. The tumors appear to produce a substance that impairs renal tubular functions such as phosphate transport and hydroxylation of 25-hydroxyvitamin D; hypophosphatemia secondary to reduced renal resorption of phosphate is a major cause of the bone disease.			FALSE	FALSE
BTO:0002078	BTO	hepatic osteomalacia cell	Osteomalacia as a complication of cholestatic liver disease, which may lead to severe bone pain and multiple fractures.			FALSE	FALSE
BTO:0002079	BTO	puerperal osteomalacia cell	A cell of osteomalacia occurring as a consequence of exhaustion of skeletal stores of calcium and phosphorus by repeated pregnancies and lactation.			FALSE	FALSE
BTO:0002080	BTO	renal tubular osteomalacia cell	A cell of osteomalacia occurring as a consequence of acidosis and hypercalciuria, resulting from inability to produce an acid urine or ammonia because of deficient activity of the renal tubules.			FALSE	FALSE
BTO:0002081	BTO	senile osteomalacia cell	Senile osteomalacia is the softening of bones in old age due to vitamin D deficiency.			FALSE	FALSE
BTO:0002082	BTO	subdural space	A narrow fluid-containing space, often only a potential space, between the dura mater and the arachnoid.			FALSE	FALSE
BTO:0002083	BTO	perilymphatic space	The fluid-filled space separating the membranous from the osseous labyrinth.			FALSE	FALSE
BTO:0002084	BTO	anterior chamber of the eye	That portion of the aqueous-containing space between the cornea and the lens which is bounded in front by the cornea and part of the sclera, and behind by the iris, part of the ciliary body, and that part of the lens which presents through the pupil.			FALSE	FALSE
BTO:0002085	BTO	chamber of the eye	One of the various spaces in the eyeball.			FALSE	FALSE
BTO:0002086	BTO	posterior chamber of the eye	That portion of the aqueous-containing space between the cornea and the lens which is bounded in front by the iris, and behind by the lens and ciliary zonule.			FALSE	FALSE
BTO:0002087	BTO	vitreous chamber of the eye	The space in the eyeball enclosing the vitreous humor, bounded anteriorly by the lens and ciliary body and posteriorly by the posterior wall of the eyeball.			FALSE	FALSE
BTO:0002088	BTO	ependymoma cell	A neoplasm composed of differentiated ependymal cells; most ependymomas are slow growing and benign, but malignant varieties occur.			FALSE	FALSE
BTO:0002089	BTO	CAL-72 cell	Human osteosarcoma cell line, established from a chemotherapy-resistant tumor sample obtained from the left knee of a 10-year-old boy with anaplastic osteoblastic sarcoma (Rosen grade IIB) in 1989.			FALSE	FALSE
BTO:0002090	BTO	endophytic retinoblastoma cell	A retinoblastoma that begins in the inner layers of the retina and spreads toward the center of the globe.			FALSE	FALSE
BTO:0002091	BTO	exophytic retinoblastoma cell	A retinoblastoma that begins in the outer layers of the retina and spreads away from the center of the globe.			FALSE	FALSE
BTO:0002092	BTO	ganglioglioma cell	A ganglioneuroma in the central nervous system.			FALSE	FALSE
BTO:0002093	BTO	ganglioneuroma cell	A benign neoplasm composed of nerve fibers and mature ganglion cells; regarded by many as a fully differentiated neuroblastoma.			FALSE	FALSE
BTO:0002094	BTO	ganglioneurofibroma cell	A ganglioneuroma outside of the central nervous system.			FALSE	FALSE
BTO:0002095	BTO	nasal glioma cell	A tumor-like mass composed of ectopic neural tissue in the nasal cavity.			FALSE	FALSE
BTO:0002096	BTO	nasal cavity	The portion of the passages of the respiratory system extending from the nares to the pharynx. It is divided into left and right halves by the nasal septum; its floor is the hard palate, which separates it from the oral cavity; and its lateral walls contain the nasal conchae and nasal meatus.			TRUE	FALSE
BTO:0002097	BTO	pharyngeal cavity	The space enclosed by the walls of the pharynx.			FALSE	FALSE
BTO:0002098	BTO	tympanum	The major portion of the middle ear (auris media), consisting of a narrow air-filled cavity in the temporal bone that contains the auditory ossicles. It communicates with the mastoid air cells and the mastoid antrum via the aditus and with the nasopharynx via the auditory tube. The middle ear and the tympanic cavity were formerly regarded as being synonymous.			FALSE	FALSE
BTO:0002099	BTO	middle ear	The cavity in the temporal bone comprising the cavitas tympani, adnexa mastoidea, and tuba auditiva.			TRUE	FALSE
