identifier	decision	object_id	object_label	grounding_status	curator	date	notes	review_depth	category	relation
habitatmech:GOLD.37d9cdc188	GROUND	BTO:0000166	cecum	EXACT	claude-opus-5	2026-08-12	Slash alternative naming one structure. Path: Host-associated > Mollusca > Digestive system > Hindgut > Cecum/Intest	ITEM		
habitatmech:GOLD.3811a2ed25	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.3839b46c20	REVIEW				claude-opus-5	2026-08-13	Multi-source review pass: this record is attested by more than one independent vocabulary, and this source's label or path was read against the record's ontology term to check the merge is right. It agrees. Source concepts in the same pass whose labels did not agree were re-decided rather than endorsed; see the pass's other decisions of the same date.	ITEM		
habitatmech:GOLD.3841c9c3af	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.3892ec1c72	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.38e159af25	GROUND_AS_PARENT	ENVO:01000008	microbial mat	NARROW	claude-opus-5	2026-08-12	20 GOLD paths share this leaf but differ in setting, not host, so each is a kind of microbial mat rather than microbial mat itself. Grounding them all to ENVO:01000008 would merge distinct environments; ENVO:01000008 is recorded as a parent instead. Path: Environmental > Aquatic > Freshwater > Sinkhole > Microbial mats	ITEM		
habitatmech:GOLD.390192cea3	REVIEW				claude-opus-5	2026-08-13	Multi-source review pass: this record is attested by more than one independent vocabulary, and this source's label or path was read against the record's ontology term to check the merge is right. It agrees. Source concepts in the same pass whose labels did not agree were re-decided rather than endorsed; see the pass's other decisions of the same date.	ITEM		
habitatmech:GOLD.3911678ce4	GROUND	ENVO:00002034	biofilm	EXACT	claude-opus-5	2026-08-12	Slash alternative naming one thing; grounded to the head term. ENVO preferred over BTO for an environmental biofilm. Pulled out of the class-level sweep, whose note wrongly claimed no term matched. Label: 'Microfouling/Biofilm'.	ITEM		
habitatmech:GOLD.391e0f7196	GROUND_AS_PARENT	UBERON:0000989	penis	NARROW	claude-opus-5	2026-08-12	GOLD's 'X: Y' names a part or region of X, so X is a parent rather than the identity. Pulled out of the class-level sweep, whose note wrongly claimed no term matched. Label: 'Penis: Urethra opening'.	ITEM		
habitatmech:GOLD.3988adca86	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.3989e6bef6	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.398aeb6c37	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-13	Indoor dust is settled particulate matter in a built environment, not air. GOLD's Air branch is about where the sample came from, not what it is.	ITEM	ENGINEERED	
habitatmech:GOLD.39a9e4ecb4	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.39aba9a2e7	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.3a1e1f8fd7	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.3a27c6e1bf	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.3ab7632edb	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.3af6ca6cc3	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.3b04872853	CONFIRM_UNGROUNDED	ENVO:00002007	sediment		claude-opus-5	2026-08-12	Deep subsurface rock core and sediment sampled together. GOLD conflates two materials in one node, so no single term is honest; parented to sediment as the nearer of the two.	ITEM		
habitatmech:GOLD.3b12885ee1	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.3b22aa41ac	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.3b38ec0b10	REVIEW				claude-opus-5	2026-08-13	Multi-source review pass: this record is attested by more than one independent vocabulary, and this source's label or path was read against the record's ontology term to check the merge is right. It agrees. Source concepts in the same pass whose labels did not agree were re-decided rather than endorsed; see the pass's other decisions of the same date.	ITEM		
habitatmech:GOLD.3b64b1f98f	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.3bbb8de388	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.3c48e28c4c	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.3c9c386c6f	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.3cdd6b2003	GROUND	BTO:0000735	sporophyte	EXACT	claude-opus-5	2026-08-12	3 GOLD paths share this leaf and differ only in host clade. Merged onto BTO:0000735 deliberately: the structure is the same wherever it sits and the host lives in the taxon, as with feces and blood serum. Each path survives in source_attestations.	ITEM		
habitatmech:GOLD.3d15e0e2b7	GROUND	BTO:0001387	tonsil	EXACT	claude-opus-5	2026-08-12	Leaf label equals the BTO label exactly and no other source concept claims it. Path: Host-associated > Mammals: Human > Lymphatic system > Tonsils	ITEM		
habitatmech:GOLD.3d33a253af	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.3d529a667e	CONFIRM_UNGROUNDED	ENVO:01001002	animal-associated environment		claude-opus-5	2026-08-12	Fish as host. Parented to animal-associated environment; not grounded there because every host clade would merge onto one record. ENVO term request.	ITEM		
habitatmech:GOLD.3d72ae189f	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.3dfa6559a3	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.3e0abbfef7	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.3e33bb7fcf	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.3e362d1724	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.3e97e1d9d2	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.3f58fb59be	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.3f6b823859	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.3fcb71c158	REVIEW				claude-opus-5	2026-08-13	Multi-source review pass: this record is attested by more than one independent vocabulary, and this source's label or path was read against the record's ontology term to check the merge is right. It agrees. Source concepts in the same pass whose labels did not agree were re-decided rather than endorsed; see the pass's other decisions of the same date.	ITEM		
habitatmech:GOLD.400a91f532	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.4020b8821e	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.402606ef0e	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.40979f5751	CONFIRM_UNGROUNDED	ENVO:00002005	air		claude-opus-5	2026-08-13	Indoor air. kg-microbe's mapping table pointed this at ENVO:01000855, which it labels 'indoor air' and ENVO labels 'area of mixed forest' — a different concept, now rejected by the label check. No indoor-air term exists in the vendored slice, so this is a genuine term request; parented to air.	ITEM		
habitatmech:GOLD.409867a634	GROUND_AS_PARENT	UBERON:0007365	rumen	NARROW	claude-opus-5	2026-08-13	Rumen fluid, held in the rumen. It was grounded to ENVO:02000140 fluid environmental material, which is so generic it says nothing about the habitat. Path: Host-associated > Mammals > Digestive system > Stomach > Rumen fluid	ITEM		
habitatmech:GOLD.409b340a9f	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.409eaa3602	GROUND_AS_PARENT	BTO:0000316	culture medium	NARROW	claude-opus-5	2026-08-13	Contaminated culture medium, not contaminated soil. The earlier decision keyed on the bare leaf 'Contaminated' and applied to every path ending in it, regardless of what the path qualifies. Path: Engineered > Lab culture > Culture media > Archaea > Contaminated	ITEM		
habitatmech:GOLD.40bfbe291f	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.40c1d45ca3	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.4100d83c91	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.4118c960e3	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.413b4cb862	GROUND	ENVO:2000000	chemical product	EXACT	claude-opus-5	2026-08-12	Leaf label equals the ENVO label exactly and no other source concept claims it. Path: Engineered > Industrial production > Chemical products	ITEM		
habitatmech:GOLD.41da7f710b	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.41f771c2b4	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.42259a4d7e	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.43005e4de2	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.431c971c17	NOT_APPLICABLE				claude-opus-5	2026-08-12	'Venous ulcer' names a disease, an intervention, a sampling artefact or a no-value filler rather than a place. Pulled out of the class-level sweep and decided individually.	ITEM		
habitatmech:GOLD.433d96f0dd	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.437f639705	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.43959eab56	GROUND	ENVO:02000059	surface soil	CLOSE	claude-opus-5	2026-08-12	The A horizon is the topsoil; ENVO's surface soil carries topsoil as a synonym. Path: Environmental > Terrestrial > Soil > Boreal forest/Taiga > A horizon/T	ITEM		
habitatmech:GOLD.4398c0543d	GROUND	ENVO:01001043	hypersaline water environment	CLOSE	claude-opus-5	2026-08-12	GOLD's Non-marine Saline and Alkaline > Hypersaline names the environment; ENVO scopes its term to water, hence CLOSE. Path: Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline	ITEM		
habitatmech:GOLD.43d2f482da	NOT_APPLICABLE				claude-opus-5	2026-08-12	'Unspecified system' names a disease, an intervention, a sampling artefact or a no-value filler rather than a place. Pulled out of the class-level sweep and decided individually.	ITEM		
habitatmech:GOLD.43db7aa909	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.440ef9c459	GROUND	UBERON:0000473	testis	EXACT	claude-opus-5	2026-08-12	Slash alternative, singular/plural of one organ. Path: Host-associated > Mammals > Reproductive system > External organs > Te	ITEM		
habitatmech:GOLD.44921efe83	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.45106d469c	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.452a98786f	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.4558077daa	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.456120aa2d	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.459a01a714	GROUND_AS_PARENT	BTO:0001457	hip	NARROW	claude-opus-5	2026-08-12	The periprosthetic space around a hip implant, not the hip. Pulled out of the class-level sweep, whose note wrongly claimed no term matched. Label: 'Periprosthetic joint: Hip'.	ITEM		
habitatmech:GOLD.45a8229be1	CONFIRM_UNGROUNDED	ENVO:01001002	animal-associated environment		claude-opus-5	2026-08-12	Nematodes as host. Parented to animal-associated environment. ENVO term request.	ITEM		
habitatmech:GOLD.45b27bdccd	NOT_APPLICABLE				claude-opus-5	2026-08-12	'Esophageal ulcer' names a disease, an intervention, a sampling artefact or a no-value filler rather than a place. Pulled out of the class-level sweep and decided individually.	ITEM		
habitatmech:GOLD.45d21e5d2f	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.46309b7794	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.4642f0c756	GROUND	ENVO:00000106	grassland area	EXACT	claude-opus-5	2026-08-12	The proposal offered ENVO:00000114 agricultural field because ENVO lists grassland as its synonym; that is plainly wrong. Grassland area is the right term. Path: Environmental > Terrestrial > Soil > Unclassified > Grasslands	ITEM		
habitatmech:GOLD.46c43fd62c	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.46f26d1e8c	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.4741a9f8bb	GROUND	ENVO:00002170	compost	CLOSE	claude-opus-5	2026-08-13	GOLD names the composting process, ENVO the resulting material; close but not exact. Path: Engineered > Solid waste > Composting	ITEM		
habitatmech:GOLD.47755865da	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.47b663fa00	REVIEW				claude-opus-5	2026-08-13	Multi-source review pass: this record is attested by more than one independent vocabulary, and this source's label or path was read against the record's ontology term to check the merge is right. It agrees. Source concepts in the same pass whose labels did not agree were re-decided rather than endorsed; see the pass's other decisions of the same date.	ITEM		
habitatmech:GOLD.47e603cf4f	CONFIRM_UNGROUNDED	ENVO:01001002	animal-associated environment		claude-opus-5	2026-08-12	Birds as host. Parented to animal-associated environment; not grounded there because every host clade would merge onto one record. ENVO term request.	ITEM		
habitatmech:GOLD.4849010f40	GROUND_AS_PARENT	ENVO:00000045	estuary	NARROW	claude-opus-5	2026-08-12	Estuarine sediment is a kind of thing found in an estuary, not the estuary. Path: Environmental > Aquatic > Marine > Intertidal zone > Estuary: Sediment	ITEM		
habitatmech:GOLD.486b52b120	NOT_APPLICABLE				claude-opus-5	2026-08-12	A temperature band qualifying the parent node, not a habitat. Belongs in environmental_parameters. Path: Environmental > Aquatic > Thermal springs > Warm (34-42C)	ITEM		
habitatmech:GOLD.48d5963d27	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.49273d9a48	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.494f9ec268	GROUND	ENVO:00002116	contaminated soil	EXACT	claude-opus-5	2026-08-12	GOLD qualifies the parent Soil node; the composed label is exactly this ENVO term. Path: Environmental > Terrestrial > Soil > Unclassified > Contaminated	ITEM		
habitatmech:GOLD.497a0ddb35	GROUND	BTO:0000735	sporophyte	EXACT	claude-opus-5	2026-08-12	3 GOLD paths share this leaf and differ only in host clade. Merged onto BTO:0000735 deliberately: the structure is the same wherever it sits and the host lives in the taxon, as with feces and blood serum. Each path survives in source_attestations.	ITEM		
habitatmech:GOLD.4a2450370b	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.4a2834cfef	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.4a4dd0001d	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.4a9a3f8366	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.4ad87f756c	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.4af8939c1f	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.4b4124c98a	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.4be243a2b8	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.4c769e7f09	GROUND	UBERON:0000341	throat	EXACT	claude-opus-5	2026-08-12	Slash alternative. Grounded to throat to merge with the already-curated sibling path, which differs only in host clade. Path: Host-associated > Mammals: Human > Digestive system > Pharynx/Throat	ITEM		
habitatmech:GOLD.4cc5effc74	NOT_APPLICABLE				claude-opus-5	2026-08-12	'Myocardial abscess' names a disease, an intervention, a sampling artefact or a no-value filler rather than a place. Pulled out of the class-level sweep and decided individually.	ITEM		
habitatmech:GOLD.4d5e767cac	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.4d792ac724	CONFIRM_UNGROUNDED	ENVO:01001002	animal-associated environment		claude-opus-5	2026-08-12	Invertebrates as host. Parented to animal-associated environment; not grounded there because every host clade would merge onto one record. ENVO term request.	ITEM		
habitatmech:GOLD.4d81fdaa51	GROUND_AS_PARENT	UBERON:0000970	eye	NARROW	claude-opus-5	2026-08-12	The ciliary body is a structure within the eye. Path: Host-associated > Mammals: Human > Visual system > Eye: Ciliary body	ITEM		
habitatmech:GOLD.4d8430a3ad	CONFIRM_UNGROUNDED				claude-opus-5	2026-08-12	Class-level sweep (see docs/HARMONIZATION.md#class-level-sweep): no term in the vendored slice matched this label by any search route. Whether the concept is a habitat at all was NOT assessed, so this is not yet a term-request candidate.	CLASS		
habitatmech:GOLD.4d88cc502b	REVIEW				claude-opus-5	2026-08-13	Multi-source review pass: this record is attested by more than one independent vocabulary, and this source's label or path was read against the record's ontology term to check the merge is right. It agrees. Source concepts in the same pass whose labels did not agree were re-decided rather than endorsed; see the pass's other decisions of the same date.	ITEM		
